time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
34,8.0,5.0,9.0,8.0,9.0,9.0,8.0,54.0,10.0,13.0,4.0,9.0,2.5,6
35,7.0,8.0,6.0,11.0,6.0,3.0,7.0,48.0,13.0,10.0,4.0,9.0,2.5,6
36,4.0,10.0,8.0,6.0,10.0,6.0,6.0,62.0,20.0,11.0,6.0,8.0,2.5,6
37,8.0,7.0,4.0,6.0,9.0,6.0,8.0,56.0,16.0,8.0,9.0,9.0,2.5,6
38,10.0,4.0,5.0,5.0,10.0,9.0,7.0,59.0,20.0,7.0,4.0,6.0,2.5,6
39,7.0,5.0,12.0,9.0,12.0,5.0,9.0,39.0,11.0,4.0,9.0,10.0,2.5,6
40,9.0,8.0,5.0,5.0,3.0,7.0,5.0,62.0,21.0,16.0,5.0,8.0,2.5,6
41,10.0,9.0,5.0,4.0,6.0,4.0,9.0,54.0,17.0,11.0,11.0,7.0,2.5,6
42,13.0,9.0,6.0,6.0,5.0,10.0,9.0,48.0,11.0,7.0,8.0,10.0,2.5,6
43,12.0,5.0,6.0,9.0,7.0,6.0,11.0,39.0,9.0,6.0,8.0,7.0,2.5,6
44,12.0,5.0,11.0,7.0,6.0,7.0,8.0,48.0,18.0,4.0,5.0,7.0,2.5,6
45,11.0,6.0,10.0,8.0,9.0,2.0,8.0,51.0,12.0,14.0,8.0,4.0,2.5,6
46,11.0,5.0,7.0,11.0,9.0,10.0,2.0,48.0,12.0,5.0,10.0,11.0,2.5,6
47,5.0,6.0,9.0,10.0,12.0,11.0,6.0,49.0,9.0,7.0,11.0,2.0,2.5,6
48,14.0,5.0,2.0,6.0,1.0,11.0,12.0,48.0,14.0,6.0,6.0,10.0,2.5,6
49,7.0,5.0,6.0,6.0,11.0,7.0,8.0,54.0,18.0,7.0,12.0,7.0,2.5,6
50,10.0,7.0,3.0,7.0,11.0,10.0,8.0,52.0,10.0,7.0,8.0,11.0,2.5,6
51,9.0,9.0,6.0,8.0,10.0,9.0,4.0,54.0,12.0,8.0,7.0,11.0,2.5,6
52,7.0,5.0,7.0,7.0,5.0,10.0,8.0,52.0,18.0,7.0,6.0,7.0,2.5,6
53,8.0,8.0,5.0,9.0,6.0,11.0,6.0,59.0,18.0,9.0,9.0,3.0,2.5,6
54,10.0,7.0,2.0,7.0,11.0,11.0,7.0,58.0,13.0,5.0,5.0,10.0,2.5,6
55,8.0,7.0,9.0,8.0,8.0,8.0,4.0,53.0,12.0,9.0,5.0,6.0,2.5,6
1,11.0,2.0,9.0,1.0,10.0,4.0,10.0,56.0,19.0,14.0,5.0,7.0,2.5,6
2,9.0,8.0,9.0,3.0,12.0,7.0,9.0,52.0,15.0,7.0,6.0,12.0,2.5,6
3,11.0,6.0,9.0,5.0,5.0,4.0,6.0,53.0,19.0,11.0,3.0,5.0,2.5,6
4,9.0,3.0,9.0,5.0,12.0,4.0,13.0,51.0,18.0,10.0,5.0,6.0,2.5,6
5,9.0,5.0,8.0,4.0,10.0,5.0,8.0,58.0,16.0,12.0,4.0,9.0,2.5,6
6,6.0,3.0,11.0,0.0,11.0,3.0,5.0,57.0,28.0,9.0,2.0,11.0,2.5,6
7,14.0,1.0,11.0,2.0,8.0,4.0,11.0,48.0,17.0,9.0,6.0,8.0,2.5,6
8,14.0,4.0,10.0,1.0,12.0,6.0,8.0,55.0,23.0,9.0,6.0,6.0,2.5,6
9,4.0,2.0,14.0,4.0,8.0,10.0,12.0,50.0,15.0,7.0,4.0,11.0,2.5,6
10,12.0,3.0,11.0,4.0,4.0,3.0,11.0,46.0,21.0,11.0,4.0,3.0,2.5,6
11,4.0,8.0,9.0,1.0,10.0,8.0,10.0,66.0,24.0,11.0,7.0,3.0,2.5,6
12,16.0,8.0,5.0,2.0,10.0,6.0,9.0,60.0,25.0,4.0,4.0,4.0,2.5,6
13,8.0,4.0,12.0,3.0,7.0,5.0,9.0,51.0,17.0,11.0,7.0,8.0,2.5,6
14,9.0,6.0,7.0,3.0,7.0,6.0,7.0,52.0,17.0,11.0,7.0,7.0,2.5,6
15,16.0,3.0,10.0,4.0,11.0,5.0,10.0,50.0,19.0,9.0,1.0,9.0,2.5,6
16,8.0,2.0,13.0,5.0,1.0,11.0,10.0,47.0,18.0,15.0,6.0,4.0,2.5,6
17,12.0,1.0,10.0,1.0,7.0,7.0,8.0,61.0,21.0,16.0,1.0,6.0,2.5,6
18,8.0,4.0,12.0,4.0,9.0,5.0,13.0,53.0,23.0,6.0,4.0,4.0,2.5,6
19,11.0,6.0,10.0,4.0,6.0,6.0,15.0,53.0,19.0,9.0,2.0,4.0,2.5,6
20,6.0,5.0,9.0,0.0,9.0,7.0,5.0,61.0,22.0,8.0,2.0,10.0,2.5,6
21,6.0,6.0,9.0,5.0,11.0,3.0,8.0,58.0,20.0,15.0,5.0,9.0,2.5,6
22,11.0,6.0,13.0,2.0,2.0,8.0,12.0,51.0,20.0,12.0,4.0,5.0,2.5,6
23,8.0,5.0,14.0,2.0,9.0,8.0,11.0,55.0,17.0,10.0,4.0,6.0,2.5,6
24,9.0,3.0,10.0,4.0,13.0,7.0,9.0,52.0,10.0,12.0,3.0,6.0,2.5,6
25,7.0,2.0,12.0,3.0,6.0,3.0,10.0,53.0,30.0,11.0,6.0,8.0,2.5,6
26,8.0,5.0,7.0,2.0,7.0,8.0,12.0,57.0,20.0,13.0,8.0,6.0,2.5,6
27,16.0,4.0,10.0,0.0,3.0,7.0,10.0,49.0,18.0,14.0,9.0,5.0,2.5,6
28,5.0,2.0,2.0,3.0,1.0,4.0,3.0,15.0,5.0,2.0,8.0,6.0,2.5,6
29,9.0,10.0,7.0,6.0,3.0,1.0,8.0,40.0,20.0,1.0,11.0,13.0,2.5,6
30,7.0,8.0,9.0,9.0,4.0,4.0,2.0,51.0,22.0,7.0,8.0,8.0,2.5,6
31,3.0,13.0,10.0,6.0,7.0,6.0,7.0,54.0,12.0,6.0,8.0,11.0,2.5,6
32,5.0,11.0,6.0,4.0,3.0,3.0,7.0,54.0,25.0,4.0,14.0,9.0,2.5,6
33,2.0,7.0,6.0,11.0,4.0,3.0,11.0,53.0,21.0,7.0,9.0,7.0,2.5,6
34,3.0,9.0,18.0,2.0,5.0,2.0,12.0,41.0,12.0,8.0,7.0,13.0,2.5,6
35,4.0,12.0,10.0,7.0,4.0,1.0,5.0,54.0,22.0,6.0,7.0,10.0,2.5,6
36,2.0,11.0,9.0,6.0,3.0,1.0,8.0,51.0,21.0,5.0,13.0,10.0,2.5,6
37,7.0,12.0,12.0,7.0,2.0,4.0,12.0,35.0,10.0,3.0,9.0,18.0,2.5,6
38,9.0,8.0,11.0,5.0,4.0,2.0,11.0,41.0,17.0,4.0,9.0,14.0,2.5,6
39,3.0,9.0,7.0,6.0,3.0,2.0,11.0,41.0,21.0,3.0,14.0,12.0,2.5,6
40,2.0,8.0,8.0,4.0,4.0,2.0,14.0,44.0,23.0,2.0,11.0,15.0,2.5,6
41,6.0,7.0,5.0,4.0,7.0,2.0,3.0,56.0,24.0,7.0,10.0,15.0,2.5,6
42,5.0,7.0,7.0,9.0,4.0,2.0,10.0,43.0,19.0,2.0,11.0,15.0,2.5,6
43,4.0,4.0,5.0,10.0,5.0,2.0,7.0,55.0,25.0,7.0,9.0,9.0,2.5,6
44,4.0,4.0,12.0,7.0,6.0,2.0,7.0,41.0,18.0,6.0,13.0,10.0,2.5,6
45,11.0,8.0,7.0,8.0,6.0,2.0,12.0,43.0,18.0,4.0,7.0,11.0,2.5,6
46,3.0,12.0,8.0,7.0,5.0,3.0,7.0,50.0,22.0,3.0,15.0,10.0,2.5,6
47,5.0,11.0,7.0,5.0,6.0,1.0,13.0,45.0,19.0,2.0,10.0,14.0,2.5,6
48,2.0,14.0,8.0,6.0,5.0,1.0,10.0,56.0,25.0,5.0,7.0,10.0,2.5,6
49,8.0,10.0,14.0,5.0,4.0,2.0,10.0,46.0,18.0,6.0,8.0,9.0,2.5,6
50,7.0,11.0,6.0,8.0,3.0,2.0,10.0,38.0,14.0,1.0,9.0,16.0,2.5,6
51,4.0,14.0,7.0,10.0,3.0,1.0,7.0,53.0,28.0,4.0,9.0,8.0,2.5,6
52,7.0,8.0,5.0,7.0,6.0,2.0,6.0,51.0,23.0,7.0,11.0,13.0,2.5,6
53,5.0,5.0,10.0,5.0,7.0,6.0,10.0,47.0,17.0,3.0,13.0,9.0,2.5,6
54,6.0,10.0,6.0,12.0,1.0,2.0,9.0,51.0,26.0,2.0,7.0,7.0,2.5,6
55,3.0,15.0,5.0,4.0,5.0,1.0,8.0,61.0,29.0,7.0,4.0,10.0,2.5,6
