time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
34,8.0,5.0,9.0,8.0,9.0,9.0,8.0,54.0,10.0,13.0,4.0,9.0,2.5,6
35,7.0,8.0,6.0,11.0,6.0,3.0,7.0,48.0,13.0,10.0,4.0,9.0,2.5,6
36,4.0,10.0,8.0,6.0,10.0,6.0,6.0,62.0,20.0,11.0,6.0,8.0,2.5,6
37,8.0,7.0,4.0,6.0,9.0,6.0,8.0,56.0,16.0,8.0,9.0,9.0,2.5,6
38,10.0,4.0,5.0,5.0,10.0,9.0,7.0,59.0,20.0,7.0,4.0,6.0,2.5,6
39,7.0,5.0,12.0,9.0,12.0,5.0,9.0,39.0,11.0,4.0,9.0,10.0,2.5,6
40,9.0,8.0,5.0,5.0,3.0,7.0,5.0,62.0,21.0,16.0,5.0,8.0,2.5,6
41,10.0,9.0,5.0,4.0,6.0,4.0,9.0,54.0,17.0,11.0,11.0,7.0,2.5,6
42,13.0,9.0,6.0,6.0,5.0,10.0,9.0,48.0,11.0,7.0,8.0,10.0,2.5,6
43,12.0,5.0,6.0,9.0,7.0,6.0,11.0,39.0,9.0,6.0,8.0,7.0,2.5,6
44,12.0,5.0,11.0,7.0,6.0,7.0,8.0,48.0,18.0,4.0,5.0,7.0,2.5,6
45,11.0,6.0,10.0,8.0,9.0,2.0,8.0,51.0,12.0,14.0,8.0,4.0,2.5,6
46,11.0,5.0,7.0,11.0,9.0,10.0,2.0,48.0,12.0,5.0,10.0,11.0,2.5,6
47,5.0,6.0,9.0,10.0,12.0,11.0,6.0,49.0,9.0,7.0,11.0,2.0,2.5,6
48,14.0,5.0,2.0,6.0,1.0,11.0,12.0,48.0,14.0,6.0,6.0,10.0,2.5,6
49,7.0,5.0,6.0,6.0,11.0,7.0,8.0,54.0,18.0,7.0,12.0,7.0,2.5,6
50,10.0,7.0,3.0,7.0,11.0,10.0,8.0,52.0,10.0,7.0,8.0,11.0,2.5,6
51,9.0,9.0,6.0,8.0,10.0,9.0,4.0,54.0,12.0,8.0,7.0,11.0,2.5,6
52,7.0,5.0,7.0,7.0,5.0,10.0,8.0,52.0,18.0,7.0,6.0,7.0,2.5,6
53,8.0,8.0,5.0,9.0,6.0,11.0,6.0,59.0,18.0,9.0,9.0,3.0,2.5,6
54,10.0,7.0,2.0,7.0,11.0,11.0,7.0,58.0,13.0,5.0,5.0,10.0,2.5,6
55,8.0,7.0,9.0,8.0,8.0,8.0,4.0,53.0,12.0,9.0,5.0,6.0,2.5,6
